"","stationcode","water_year_type","DS_Tim","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim","DS_Dur_WS","DS_Mag_50","DS_Mag_90","Q99","FA_Dur","FA_Mag","FA_Tim"
"435","905S02561","Dry",-2,NA,NA,NA,0,4,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA
"436","905S02561","Moderate",NA,NA,0,NA,NA,NA,0.1982,1.499,-4,NA,NA,NA,NA,NA,NA,NA
"437","905WE0679","Dry",-2,NA,NA,NA,NA,NA,NA,NA,-4,-9,0,0.01,NA,NA,NA,NA
"438","905WE0679","Wet",NA,-2,NA,-0.0298,0,0,NA,1.5,NA,NA,NA,NA,NA,-1,NA,-3
"439","905WE0679","Moderate",NA,NA,0,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0,NA,NA,NA
"440","905WE0679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2226,NA
"441","905WE1018","Dry",-2,NA,0,-0.0298,NA,4,NA,1.5,-4,-9,NA,NA,0,NA,NA,NA
"442","905WE1018","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0.01,NA,0,NA,NA
"443","905WE1018","Moderate",NA,-2,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","905WE1018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1974,-0.5
"445","907M23331",NA,-23,-23,9.7165,0.0011,212,83,-0.2766,-0.2482,-83,NA,NA,NA,30.967,NA,NA,NA
"446","907M23367",NA,-79,-24.5,-0.17855,0,NA,NA,-0.8793,-2.3382,NA,42,0.3839,0.1548,-0.0313,NA,NA,NA
"447","907M23367","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","907M23367","Moderate",NA,NA,NA,NA,NA,-109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","907M23367","Dry",NA,NA,NA,NA,NA,NA,NA,NA,-116,NA,NA,NA,NA,NA,NA,NA
"450","907S00577",NA,NA,NA,NA,-6e-04,NA,NA,NA,NA,NA,-36,NA,NA,NA,NA,NA,NA
"451","907S00577","Dry",NA,NA,0,NA,NA,NA,-0.57,0,NA,NA,0,NA,0,NA,NA,NA
"452","907S00577","Moderate",NA,NA,NA,NA,-1,NA,NA,NA,-28,NA,NA,0.01,NA,NA,NA,NA
"453","907S00577","Wet",-1,-1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","907S01418","Wet",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","907S01418",NA,NA,NA,-0.0026,-5e-05,NA,2,-0.003,-0.00215,NA,NA,-0.0022,-0.0025,-0.00255,NA,NA,NA
"456","907S01418","Moderate",NA,NA,NA,NA,NA,NA,NA,NA,-4,0,NA,NA,NA,NA,NA,NA
"457","907S01434","Wet",NA,-2,NA,NA,NA,NA,NA,1.5,NA,-2,NA,0.1,NA,NA,NA,NA
"458","907S01434","Dry",-2,NA,0,NA,0,4,0.2,NA,-4,NA,0,NA,0,NA,NA,NA
"459","907S01434","Moderate",NA,NA,NA,-0.0298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","907S01434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2238,0
"461","907S01610","Wet",0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"462","907S01610","Moderate",NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","907S01610",NA,NA,NA,-0.0115,NA,NA,NA,-0.0098,-0.0174,NA,NA,-0.0112,-0.0135,0.736,NA,NA,NA
"464","907S01610","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"465","907S03210",NA,NA,NA,1.5323,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","907S03786","Wet",NA,NA,NA,-0.0298,NA,NA,0.2,1.5,NA,-2,NA,0.1,NA,NA,NA,NA
"467","907S03786","Dry",-2,NA,0,NA,0,4,NA,NA,-4,NA,0,NA,0,NA,NA,NA
"468","907S03786","Moderate",NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","907S03786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0.2086,0
"470","909M24925",NA,-1,-1,-0.2144,-5e-05,NA,2.5,-1.1014,-2.62245,-2.5,-3,0.011,0.1892,-0.505,NA,NA,NA
"471","909M24925","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","909M24937","Wet",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","909M24937","Dry",NA,-18,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","909M24937",NA,NA,NA,0.458,NA,-0.5,22,NA,-3.2106,-22.5,NA,NA,NA,-0.30655,NA,NA,NA
"475","909SSWR03",NA,-0.5,-0.5,-0.1756,0.00015,NA,1,0.23685,-1.03185,-1,1,0.021,0.01975,0.4169,NA,NA,NA
"476","909SSWR03","Wet",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","909WE0662","Moderate",0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","909WE0662","Wet",NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","909WE0662",NA,NA,NA,-0.0289,NA,NA,0.5,NA,0.04695,-0.5,-10.5,-0.0069,-0.01955,-0.01305,NA,NA,NA
"480","909WE0780","Wet",-1,-1,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","909WE0780",NA,NA,NA,0.2297,NA,NA,2,NA,-0.1343,-2,1,0.0026,0.0304,0.1493,NA,NA,NA
"482","911S00538",NA,NA,-0.5,0.4878,NA,-0.5,0.5,-0.1162,0.11425,-1.5,-0.5,-0.09545,-0.05775,0.36445,0,16.5992,-4
"483","911S00538","Moderate",-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","911S00538","Dry",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","911S00858",NA,0,0,0.162,0,85,0,0,0.015,0,0,0,0,0.0124,NA,NA,NA
"486","911S01142",NA,-0.5,NA,0.47435,NA,-0.5,-0.5,-0.0011,-0.06875,NA,NA,-0.0339,0.03735,0.2563,NA,NA,NA
"487","911S01142","Wet",NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","911S01142","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","911S01142","Dry",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,NA,NA,NA,NA,NA,NA
"490","911S01818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,NA,NA,NA,NA,NA,NA
"491","911S01818","Moderate",NA,-24,0,NA,NA,NA,NA,NA,NA,NA,-0.02,NA,NA,NA,NA,NA
"492","911S01818","Wet",NA,NA,NA,NA,0,3,-0.62,NA,-26,NA,NA,-0.62,0,NA,NA,NA
"493","911S01818","Dry",-15,NA,NA,-0.0357,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"494","911S02058","Wet",-2,-2,NA,NA,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA,NA
"495","911S02058",NA,NA,NA,0.1123,NA,NA,NA,-1.1607,-1.0712,NA,NA,-0.07105,-0.03305,0.9427,NA,NA,NA
"496","911S02058","Dry",NA,NA,NA,0,-1,1,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA
"497","911S03354",NA,0,0,5.3186,-2e-04,153,2,0,1.6382,-2,NA,NA,NA,4.1142,NA,NA,NA
"498","911S04086",NA,NA,NA,0.1117,NA,NA,0.5,-0.0487,-0.0479,NA,1,-0.05215,-0.0594,-0.009,NA,NA,NA
"499","911S04086","Moderate",-8,-61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","911S04086","Dry",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","911S04086","Wet",NA,NA,NA,NA,-1,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA
"502","LALT501",NA,-6.5,-57,74.31795,NA,45.5,67,-11.5555,-133.1138,-19,-25.5,2.8405,14.7294,1465.2221,NA,976.7279,-27
"503","LALT501","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA
"504","SGLT506",NA,NA,-3,388.7689,-0.0186,27,47,-4.0753,-23.1575,-18,-9.5,-3.04815,-4.31945,442.2723,-0.5,180.32225,-43.5
"505","SGLT506","Dry",-143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","SGUR010","Wet",NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"507","SGUR010",NA,NA,NA,2.5798,NA,NA,NA,0.0266,-0.6306,NA,NA,-0.0306,-0.046,0.5235,0,6.7518,0
"508","SGUR010","Moderate",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","SGUR010","Dry",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","SGUR103","Wet",0,NA,NA,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"511","SGUR103","Moderate",NA,0,NA,NA,NA,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","SGUR103",NA,NA,NA,-0.0296,NA,NA,NA,0.00455,0.08555,NA,-1,0.00255,0.0037,0.0036,1,-0.1323,0
"513","SGUR103","Dry",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","SGUT501","Wet",0,NA,NA,NA,0,NA,NA,NA,NA,-6,0,NA,NA,NA,NA,NA
"515","SGUT501","Moderate",NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA
"516","SGUT501","Dry",NA,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04,NA,NA,NA
"517","SGUT501",NA,NA,NA,NA,NA,NA,-0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"518","SGUT502","Moderate",NA,NA,-0.009,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"519","SGUT502","Wet",0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"520","SGUT502",NA,NA,NA,NA,NA,NA,NA,-0.00455,-0.00925,NA,NA,-0.0076,-0.0082,-0.00925,NA,NA,NA
"521","SGUT503","Wet",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","SGUT503",NA,NA,NA,-0.0226,3e-04,NA,-2,-0.00555,0.00705,2,0,0,0.0028,0.18385,NA,NA,NA
"523","SGUT504","Moderate",NA,-12,NA,0,NA,NA,NA,-0.1062,NA,-12,NA,NA,NA,NA,NA,NA
"524","SGUT504","Dry",NA,NA,NA,NA,-2,NA,-0.0021,NA,-2,NA,0.0968,NA,NA,NA,NA,NA
"525","SGUT504","Wet",1,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,-0.002,0.2798,NA,NA,NA
"526","SGUT504",NA,NA,NA,0.2514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.29855,-2.5
"527","SGUT505","Wet",0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"528","SGUT505",NA,NA,NA,-0.44295,NA,NA,NA,-0.0671,-0.3777,NA,0,7e-04,-0.5092,1.54735,NA,NA,NA
"529","SGUT505","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","SMC00080","Moderate",NA,NA,NA,NA,NA,NA,0,0,NA,-1,NA,NA,NA,NA,NA,NA
"531","SMC00080","Wet",NA,-13,NA,NA,0,-2,NA,NA,0,NA,0,0,0,NA,NA,NA
"532","SMC00080",NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","SMC00080","Dry",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","SMC00105",NA,-1,-1,0.0369,NA,NA,-4,NA,0.025,4,-3,0.0025,0.004,0.1172,NA,NA,NA
"535","SMC00105","Wet",NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","SMC00198",NA,-15,0.5,77.2694,-2e-04,47,74,-0.48675,-1.9755,-29,-12,-0.8367,-1.2593,107.60025,1,21.7957,-9
"537","SMC00271","Wet",NA,NA,NA,0,0,0,NA,NA,0,-2,NA,NA,NA,NA,NA,NA
"538","SMC00271",NA,NA,NA,0.00795,NA,NA,NA,NA,-8e-04,NA,NA,-2e-04,-3e-04,3e-04,1,-0.0016,0
"539","SMC00271","Moderate",0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","SMC00282",NA,0.5,0.5,-0.0743,-1e-04,NA,0.5,0.11545,0.21955,-0.5,NA,-0.00385,-0.00675,0.1768,NA,NA,NA
"541","SMC00282","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","SMC00282","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"543","SMC00288",NA,-13,-71,-0.306,NA,44,46,-0.0093,0.03685,-13.5,-32,0.001,-0.0895,1.6697,NA,NA,NA
"544","SMC00288","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","SMC00318",NA,NA,NA,2119.5506,-0.0287,33,44,-1.9509,-6.7858,-11,-18,-12.79555,-22.5142,2112.0054,NA,NA,NA
"546","SMC00318","Moderate",-247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","SMC00318","Wet",NA,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","SMC00382",NA,-34,-67,2.9097,NA,38,NA,NA,-0.0339,-20,-7.5,0.00065,NA,4.7299,NA,NA,NA
"549","SMC00382","Moderate",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","SMC00382","Wet",NA,NA,NA,NA,NA,-10,NA,NA,NA,NA,NA,0.0033,NA,NA,NA,NA
"551","SMC00428","Wet",NA,NA,NA,-0.3849,-14,NA,NA,0,NA,-3,0.01,NA,NA,NA,NA,NA
"552","SMC00428","Moderate",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"553","SMC00428",NA,NA,-2,0.54375,NA,NA,3.5,0.56085,NA,NA,NA,NA,NA,0.15825,-4,-0.9665,-44
"554","SMC00428","Dry",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"555","SMC00436",NA,6,15,1165.47315,-0.0362,5.5,18,-4.886,-3.9854,-10,-20,-6.5989,-3.91215,1232.1616,NA,-13.5149,-26
"556","SMC00436","Wet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"557","SMC00464","Moderate",-3,NA,-1.1,0,NA,-6,NA,0,NA,-1,0,0,NA,NA,NA,NA
"558","SMC00464","Wet",NA,-22,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","SMC00464","Dry",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,-1e-04,NA,NA,NA
"560","SMC00476","Moderate",0,NA,NA,0,NA,0,NA,0,-1,-18,NA,NA,0,NA,NA,NA
"561","SMC00476","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"562","SMC00476","Wet",NA,-11,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"563","SMC00476",NA,NA,NA,NA,NA,NA,NA,-0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","SMC00479",NA,-30,-65,2.6062,NA,NA,54,NA,-0.0662,-24,-7.5,0.00205,0.00965,5.8958,NA,NA,NA
"565","SMC00479","Moderate",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","SMC00479","Wet",NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","SMC00480","Moderate",NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"568","SMC00480","Dry",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"569","SMC00480",NA,NA,NA,NA,NA,NA,NA,NA,-0.0013,NA,NA,NA,-5e-04,-1e-04,NA,NA,NA
"570","SMC00480","Wet",NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","SMC00520","Wet",-1,-1,NA,0,0,NA,NA,NA,-2,0,NA,NA,NA,NA,NA,NA
"572","SMC00520",NA,NA,NA,-0.1449,NA,NA,NA,-0.03955,-0.0722,NA,NA,-0.0249,0.0227,-0.0071,0,4.9767,-1
"573","SMC00520","Moderate",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","SMC00544","Moderate",NA,NA,NA,NA,NA,0,0,NA,-1,-4,NA,NA,NA,NA,NA,NA
"575","SMC00544",NA,NA,NA,-4e-04,NA,NA,NA,NA,0.0037,NA,NA,0.0011,-3e-04,-0.00385,-9,-0.0676,0
"576","SMC00544","Wet",0,-1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","SMC00608","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,NA,NA,NA,NA,NA,NA
"578","SMC00608",NA,-9.5,-27.5,21.11805,NA,NA,10,-1.1879,-1.7351,-5,NA,0.0993,0.5876,47.9984,0.5,-71.04525,-30.5
"579","SMC00608","Wet",NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","SMC00632",NA,-11,-28,1.6927,NA,14.5,44.5,NA,-0.28265,-11,-12,NA,0.0273,2.8586,7.5,0.13555,-20.5
"581","SMC00632","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"582","SMC00632","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","SMC00632","Moderate",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","SMC00684",NA,-21,-68,14.802,NA,44,61,NA,-3.3538,-22,-19,-0.001,-0.0658,50.3229,-10,30.72905,-45
"585","SMC00684","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","SMC00684","Wet",NA,NA,NA,NA,NA,NA,-6.7222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","SMC00710",NA,9.5,-38.5,139.70545,1e-04,69.5,135.5,NA,-0.20885,-54.5,-82,0,-0.0095,110.8054,1,104.6886,-7
"588","SMC00710","Moderate",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","SMC00748",NA,-16,-45,25.8165,NA,NA,47.5,-0.7087,-8.909,-17.5,-18,0.05865,-0.0433,118.0028,-17,-36.2201,-43.5
"590","SMC00748","Wet",NA,NA,NA,0,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","SMC00827","Moderate",NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"592","SMC00827",NA,NA,NA,0.9256,NA,NA,NA,-0.0064,-0.0148,NA,NA,-0.0159,-0.0219,0.9964,0,4.6063,0
"593","SMC00827","Wet",0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"594","SMC00827","Dry",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","SMC00873","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,-82,NA,NA,NA,NA,NA,NA
"596","SMC00873",NA,-10.5,-41.5,12.5525,NA,34.5,76.5,-0.00105,-3.1243,-14,NA,0.01535,0.07185,25.63605,NA,NA,NA
"597","SMC00899",NA,-96,-91,20.7216,-4e-04,103,116,-0.238,-7.1936,10,130,-0.194,-0.1799,50.2443,NA,NA,NA
"598","SMC00911","Wet",0,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,0
"599","SMC00911",NA,NA,NA,-0.0025,NA,NA,NA,0.0034,-0.0134,NA,NA,-0.00045,-0.00485,0.0474,NA,0.5081,NA
"600","SMC00911","Moderate",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","SMC00924","Moderate",NA,NA,NA,NA,NA,NA,NA,0.2,NA,-6,NA,NA,NA,NA,NA,NA
"602","SMC00924","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
"603","SMC00924","Wet",NA,NA,NA,-0.1373,NA,-104,NA,NA,-4,NA,NA,0,NA,NA,NA,0
"604","SMC00924",NA,1.5,-30.5,0.37705,NA,18.5,NA,0.0021,NA,NA,NA,NA,NA,0.04135,-3.5,0.30165,NA
"605","SMC00957",NA,27,NA,68.8872,-0.0676,NA,60,-0.0947,NA,-38,42.5,-0.0601,-0.0066,42.0008,NA,NA,NA
"606","SMC00957","Moderate",NA,0,NA,NA,0,NA,NA,-0.0858,NA,NA,NA,NA,NA,NA,NA,NA
"607","SMC00958",NA,-24,-51.5,31.4259,NA,41,79.5,NA,-0.8027,-45,-51.5,0.001,0.10855,38.02445,NA,NA,NA
"608","SMC00958","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","SMC00958","Moderate",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","SMC01040","Dry",NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"611","SMC01040",NA,NA,NA,NA,NA,NA,NA,-0.0168,-0.0223,NA,NA,-0.0037,-0.0241,0.0072,-0.5,-0.21125,-1
"612","SMC01040","Wet",-1,NA,-0.1957,0,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","SMC01040","Moderate",NA,-1,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"614","SMC01046","Dry",NA,NA,NA,NA,NA,NA,NA,NA,-27,-26,NA,NA,NA,NA,NA,NA
"615","SMC01046",NA,NA,-8.5,14.0147,NA,8.5,12,2.2205,0.7845,NA,NA,-0.0611,0.5688,31.3286,NA,0.5915,-4
"616","SMC01046","Moderate",-5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA
"617","SMC01096","Moderate",-1,-1,NA,NA,NA,0,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"618","SMC01096",NA,NA,NA,-0.1818,NA,NA,NA,0.0026,0.2542,NA,NA,-0.02465,-0.05075,0.0089,0,5.7549,-1
"619","SMC01096","Wet",NA,NA,NA,0,0,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"620","SMC01155","Dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA
"621","SMC01155",NA,NA,NA,-0.07325,NA,NA,NA,0.00015,-8e-04,NA,NA,0.0148,0.02165,-0.09,0,0.0094,-1
"622","SMC01155","Moderate",-1,-1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","SMC01155","Wet",NA,NA,NA,0,0,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA
"624","SMC01161",NA,NA,NA,4.7763,NA,NA,NA,-0.004,-0.0075,NA,1,0.0031,0.0036,5.4893,NA,NA,NA
"625","SMC01161","Wet",-13,-13,NA,0,0,-1,NA,NA,-16,NA,NA,NA,NA,NA,NA,NA
"626","SMC01172","Dry",NA,NA,0.2,NA,NA,NA,NA,NA,NA,-11,0,NA,NA,NA,NA,NA
"627","SMC01172",NA,-2,NA,NA,-0.2874,NA,NA,NA,NA,NA,NA,NA,0.3492,0.0014,NA,NA,NA
"628","SMC01172","Moderate",NA,-62,NA,NA,NA,NA,-0.254,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"629","SMC01172","Wet",NA,NA,NA,NA,0,-22,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA
"630","SMC01196","Wet",-1,-1,NA,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"631","SMC01196",NA,NA,NA,-0.006,NA,NA,NA,-0.084,0.0314,NA,0,0,-0.0602,0.0797,NA,NA,NA
"632","SMC01215","Moderate",NA,NA,NA,NA,0,NA,NA,NA,-5,-91,NA,NA,NA,NA,NA,NA
"633","SMC01215",NA,NA,NA,267.1503,NA,NA,NA,0.6149,-13.2779,NA,NA,6.9375,7.1154,242.183,2,478.4724,0
"634","SMC01215","Wet",-4,-4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","SMC01215","Dry",NA,NA,NA,-0.0539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","SMC01248","Dry",NA,NA,-0.0019,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"637","SMC01248","Moderate",0,-2,NA,NA,NA,NA,NA,NA,0,NA,-1e-04,-1e-04,NA,NA,NA,NA
"638","SMC01248","Wet",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","SMC01248",NA,NA,NA,NA,NA,NA,0.5,-2e-04,0.0585,NA,NA,NA,NA,-9e-04,NA,NA,NA
"640","SMC01257",NA,-13.5,-63,15.8992,NA,45.5,67,NA,-1.9643,NA,-7,0.0087,0.0481,23.8155,NA,NA,NA
"641","SMC01257","Moderate",NA,NA,NA,0,NA,NA,0,NA,-145,NA,NA,NA,NA,NA,NA,NA
"642","SMC01260",NA,NA,-2,360.80205,NA,25.5,44,-3.9485,-26.8334,-15,-9,-2.9751,-4.4122,428.6889,-0.5,89.4789,-43.5
"643","SMC01260","Dry",-142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","SMC01260","Moderate",NA,NA,NA,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","SMC01320","Moderate",NA,-1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"646","SMC01320",NA,NA,NA,-0.08005,NA,NA,NA,0.0253,-0.0155,NA,NA,-0.0073,-0.008,-0.02975,1,2.72,0
"647","SMC01320","Wet",-1,NA,NA,0,0,0,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA
"648","SMC01358",NA,-27,-94,5.60015,NA,44.5,95,NA,-0.06975,-47.5,-15,0.004,0.0035,8.31375,NA,NA,NA
"649","SMC01358","Moderate",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
